,title_x,publish_time_x,abstract,authors,journal,url,category
519398,BART for knowledge grounded conversations,2020,,"Martínez-Roca, Alexandra; Rodríguez-Lobato, Luis Gerardo; Ballestar, Nuria; Gallego, Cristina; Fernández-Avilés, Francesc",Leuk Res,,993
