,title_x,publish_time_x,abstract,authors,journal,url,category
9773,2013 Annual Meeting Abstract Supplement,2013-10-01,,,Aust Vet J,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159737/,590
