,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
430318,430318,430318,Boletim Coronavírus (12/06): 7417 óbitos e 77784 casos confirmados no Estado do Rio,24.349323,8.834206,2020,,"Munshi, Laveena; Hall, Jesse B",JAMA,986,1
