,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
446870,446870,446870,"We're Not Gonna Fall: Depressive Complaints, Personal Resilience, Team Social Climate, and Worries about Infections among Hospital Workers during a Pandemic",23.468735,1.4721136,2021,,"Llisterri Caro, J L",Semergen,987,29
