,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
19101,19101,19101,A standardised model for stool banking for faecal microbiota transplantation: a consensus report from a multidisciplinary UEG working group,14.591493,-2.8658764,2021-03-09,,"Dalili, Danoob; Pracoń, Grzegorz",J Ultrason,698,1
